name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
Reflect Bounder,CP01,database\images\ReflectBounder.jpg,Monster,Effect,Nil,Nil,Machine,LIGHT,4,1700,1000,"When this face-up Attack Position card is attacked by an opponent's monster, before damage calculation, this card inflicts damage to your opponent equal to the ATK of the attacking monster. Then, after damage calculation is resolved, this card is destroyed."
Pandaborg,ABPF,database\images\Pandaborg.jpg,Monster,Effect,Nil,Nil,Psychic,WATER,4,1700,1400,"When this card is destroyed by battle and sent to the Graveyard, you can pay 800 Life Points to Special Summon 1 Level 4 Psychic-Type monster from your Deck."
The Rock Spirit,DB2,database\images\TheRockSpirit.jpg,Monster,Effect,Nil,Nil,Rock,EARTH,4,1700,1000,This card cannot be Normal Summoned or Set. This monster can only be Special Summoned by removing 1 EARTH monster in your Graveyard from play. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.
The Dragon Dwelling in the Deep,ABPF,database\images\TheDragonDwellingintheDeep.jpg,Monster,Effect,Nil,Nil,Sea Serpent,WATER,4,1700,1400,"Place 1 Ocean Counter on this card during each player's Standby Phases. When this card is removed from the field, all Fish-Type and Sea Serpent-Type monsters you control gain 200 ATK for each Ocean Counter on this card, until the End Phase."
D.D.M. - Different Dimension Master,CRV,database\images\DDMDifferentDimensionMaster.jpg,Monster,Effect,Nil,Nil,Spellcaster,LIGHT,5,1700,1500,"Discard 1 Spell Card from your hand. Special Summon 1 of your monsters that is currently removed from play. You can only activate this effect once per turn, during your Main Phase."
Axe Raider,5DS1,database\images\AxeRaider.jpg,Monster,Normal,Nil,Nil,Warrior,EARTH,4,1700,1150,An axe-wielding monster of tremendous strength and agility.
Disciple of the Forbidden Spell,DR04,database\images\DiscipleoftheForbiddenSpell.jpg,Monster,Effect,Nil,Nil,Warrior,LIGHT,4,1700,800,"When this card is Normal Summoned, Flip Summoned, or Special Summoned, declare different Monster Card Attributes equal to the number of ""Disciple of the Forbidden Spell""(s) in your Graveyard. If this card attacks a monster that has a declared Attribute, destroy the monster without applying damage calculation."
Freed the Brave Wanderer,DGD1,database\images\FreedtheBraveWanderer.jpg,Monster,Effect,Nil,Nil,Warrior,LIGHT,4,1700,1200,"Once per turn, you can remove from play 2 LIGHT monsters in your Graveyard to destroy 1 face-up monster on the field with higher ATK than this card."
Justice Bringer,DP10,database\images\JusticeBringer.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,4,1700,1000,"Once per turn, when a Special Summoned monster your opponent controls activates its effect, you can negate the activation."
Queen's Bodyguard,CDIP,database\images\QueensBodyguard.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,4,1700,1200,Allure Queen monsters on your side of the field cannot be selected as an attack target.
Warrior Dai Grepher,DB2,database\images\WarriorDaiGrepher.jpg,Monster,Normal,Nil,Nil,Warrior,EARTH,4,1700,1600,The warrior who can manipulate dragons. Nobody knows his mysterious past.
Giant Axe Mummy,DB2,database\images\GiantAxeMummy.jpg,Monster,Effect,Nil,Nil,Zombie,EARTH,5,1700,2000,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When the ATK of a monster on your opponent's side of the field that attacks this card in face-down Defense Position is lower than the DEF of this monster, the attacking monster is destroyed."
Jerry Beans Man,CRV,database\images\JerryBeansMan.jpg,Monster,Normal,Nil,Nil,Plant,EARTH,3,1750,0,"Jerry, a bean soldier, believes he is the strongest warrior in the world, but his true abilities are still untested."
Abyss Soldier,CP02,database\images\AbyssSoldier1.jpg,Monster,Effect,Nil,Nil,Aqua,WATER,4,1800,1300,"Once per turn, by discarding 1 WATER monster to the Graveyard, return 1 card on the field to its owner's hand."
Battle Steer,DB2,database\images\BattleSteer.jpg,Monster,Normal,Nil,Nil,Beast-Warrior,EARTH,5,1800,1300,"A bull monster often found in the woods, it charges enemy monsters with a pair of deadly horns."
Nin-Ken Dog,DCR,database\images\NinKenDog.jpg,Monster,Normal,Nil,Nil,Beast-Warrior,WIND,4,1800,1000,"A Ninja dog who has mastered extreme Ninjustu. Through hard training, it learned the technique to metamorphose into a human being."
Oxygeddon,DR04,database\images\Oxygeddon.jpg,Monster,Effect,Nil,Nil,Dinosaur,WIND,4,1800,800,"When this card is destroyed by battle with a Pyro-Type monster and sent to the Graveyard, inflict 800 damage to both players."
Harvest Angel of Wisdom,CSOC,database\images\HarvestAngelofWisdom.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,4,1800,1000,"When this card is destroyed by battle and sent to the Graveyard, you can add 1 Counter Trap Card from your Graveyard to your hand."
Hysteric Fairy,DB1,database\images\HystericFairy.jpg,Monster,Effect,Nil,Nil,Fairy,LIGHT,4,1800,500,Tribute 2 monsters on your side of the field to gain 1000 Life Points.
Mad Archfiend,CSOC,database\images\MadArchfiend.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,4,1800,0,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this face-up Attack Position card is selected as an attack target, change it to Defense Position."
Mefist the Infernal General,DCR,database\images\MefisttheInfernalGeneral.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,5,1800,1700,"When this card attacks with an ATK that is higher than the Def of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. When this card inflicts Battle Damage to your opponent's Life Points, select 1 card from your opponent's hand randomly and discard it."
Opticlops,DB2,database\images\Opticlops.jpg,Monster,Normal,Nil,Nil,Fiend,DARK,4,1800,1700,"A one-eyed giant that serves the ""Dark Ruler Ha Des"", it skewers its enemies with its sharp horn, shattering them to pieces."
The Bistro Butcher,DB2,database\images\TheBistroButcher.jpg,Monster,Effect,Nil,Nil,Fiend,DARK,4,1800,1000,"When this card inflicts damage to your opponent, your opponent must draw 2 cards from his/her Deck."
Cross-Sword Beetle,CRMS,database\images\CrossSwordBeetle.jpg,Monster,Effect,Nil,Nil,Insect,WIND,4,1800,1200,"While you control another Insect-Type monster, during battle between an attacking Insect-Type monster you control and a Defense Position monster whose DEF is lower than the ATK of the Insect-Type monster, inflict the difference as Battle Damage to your opponent."
Armory Arm,DP08,database\images\ArmoryArm.jpg,Monster,Effect,Synchro,Nil,Machine,LIGHT,4,1800,1200,"1 Tuner + 1 or more Non-Tuner monsters Once per turn, you can equip this card to a monster OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, that monster gains 1000 ATK. When the equipped monster destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the destroyed monster's ATK."
B.E.S. Tetran,DR04,database\images\BESTetran.jpg,Monster,Effect,Nil,Nil,Machine,WIND,6,1800,2300,"Put 3 counters on this card when you Normal Summon it. This card is not destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Also, by removing 1 counter on this card, destroy 1 Spell or Trap Card on the field. You can only use this effect once per turn."
X-Head Cannon,DP2,database\images\XHeadCannon.jpg,Monster,Normal,Nil,Nil,Machine,LIGHT,4,1800,1500,"A monster with a mighty cannon barrel, it is able to integrate its attacks. Its attacks in many ways by combining and separating with other monsters."
Cactus Bouncer,ABPF,database\images\CactusBouncer.jpg,Monster,Effect,Nil,Nil,Plant,EARTH,4,1800,300,"This card cannot be Special Summoned. While a Plant-Type monster other than this card is face-up on the field, neither player can Special Summon monsters."
Homunculus the Alchemic Being,CP07,database\images\HomunculustheAlchemicBeing.jpg,Monster,Effect,Nil,Nil,Plant,LIGHT,4,1800,1600,"Once per turn, you can change the Attribute of this monster."
Hydra Viper,CRMS,database\images\HydraViper.jpg,Monster,Effect,Nil,Nil,Reptile,WATER,4,1800,400,"Each time this card declares an attack, you must Tribute 1 Aqua-Type monster. This card can attack 3 times during each Battle Phase."
Apocatequil,ABPF,database\images\Apocatequil.jpg,Monster,Effect,Nil,Nil,Thunder,LIGHT,4,1800,1200,"While this card is face-up on the field, it is Level 5 if you control a face-up Tuner Monster. When this card on the field is destroyed and sent to the Graveyard, you can select and Special Summon 1 ""Oracle of the Sun"" from your Graveyard."
Assault Mercenary,CRMS,database\images\AssaultMercenary.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,4,1800,300,"Once per turn, you can return 1 ""Assault Mode Activate"" from your hand or Graveyard to the Deck to destroy 1 Spell or Trap Card your opponent controls."
X-Saber Anu Piranha,5DS2,database\images\XSaberAnuPiranha.jpg,Monster,Normal,Nil,Nil,Warrior,EARTH,4,1800,1100,"A female X-Saber Warrior, known for her graceful attacks and calm decision making in battle. Her ambition is merciless, and strikes fear in the hearts of her enemies."
X-Saber Galahad,5DS2,database\images\XSaberGalahad.jpg,Monster,Effect,Nil,Nil,Warrior,EARTH,4,1800,800,"If this card attacks an opponent's monster, this card gains 300 ATK during the Damage Step only. If this card is attacked by an opponent's monster, this card loses 500 ATK during the Damage Step only. When this card is selected as an attack target, you can Tribute another ""Saber"" monster to negate the attack."
Harpie's Brother,DB1,database\images\HarpiesBrother.jpg,Monster,Normal,Nil,Nil,Winged Beast,WIND,4,1800,600,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky."
Gigantic Cephalotus,CSOC,database\images\GiganticCephalotus.jpg,Monster,Effect,Nil,Nil,Plant,EARTH,4,1850,700,This card gains 200 ATK each time a Plant-Type monster is sent to the Graveyard.
Familiar-Possessed - Aussa,DR04,database\images\FamiliarPossessedAussa.jpg,Monster,Effect,Nil,Nil,Spellcaster,EARTH,4,1850,1500,"By sending 1 ""Aussa the Earth Charmer"" and 1 EARTH monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
Familiar-Possessed - Eria,DR04,database\images\FamiliarPossessedEria.jpg,Monster,Effect,Nil,Nil,Spellcaster,WATER,4,1850,1500,"By sending 1 ""Eria the Water Charmer"" and 1 WATER monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
Familiar-Possessed - Hiita,DR04,database\images\FamiliarPossessedHiita.jpg,Monster,Effect,Nil,Nil,Spellcaster,FIRE,4,1850,1500,"By sending 1 ""Hiita the Fire Charmer"" and 1 FIRE monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
Familiar-Possessed - Wynn,DR04,database\images\FamiliarPossessedWynn.jpg,Monster,Effect,Nil,Nil,Spellcaster,WIND,4,1850,1500,"By sending 1 ""Wynn the Wind Charmer"" and 1 WIND monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points."
The Legendary Fisherman,DB1,database\images\TheLegendaryFisherman.jpg,Monster,Effect,Nil,Nil,Warrior,WATER,5,1850,1600,"As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards. Monsters on your opponent's side of the field cannot select this card as an attack target."
Great Long Nose,DB2,database\images\GreatLongNose.jpg,Monster,Effect,Nil,Spirit,Beast-Warrior,DARK,5,1900,1700,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned, Flip Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent's Life Points, your opponent skips his/her next Battle Phase."
Trap Eater,CRMS,database\images\TrapEater.jpg,Monster,Effect,Nil,Tuner,Fiend,DARK,4,1900,1600,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 1 face-up Trap Card your opponent controls to the Graveyard.
Des Frog,CRV,database\images\DesFrog.jpg,Monster,Effect,Nil,Nil,Aqua,WATER,5,1900,0,"When this card is Tribute Summoned successfully, you can Special Summon ""Des Frog""(s) from your hand or Deck up to the same number of ""T.A.D.P.O.L.E.""(s) in your Graveyard."
Assault Beast,CRMS,database\images\AssaultBeast.jpg,Monster,Effect,Nil,Nil,Beast-Warrior,EARTH,4,1900,1200,"You can discard this card to the Graveyard to add 1 ""Assault Mode Activate"" from your Deck to your hand."
Vorse Raider,CT2,database\images\VorseRaider.jpg,Monster,Normal,Nil,Nil,Beast-Warrior,DARK,4,1900,1200,This wicked Beast-Warrior does every horrid thing imaginable and loves it. His axe bears the marks of his countless victims.
Sabersaurus,5DS2,database\images\Sabersaurus.jpg,Monster,Normal,Nil,Nil,Dinosaur,EARTH,4,1900,500,"This normally gentle dinosaur enjoys relaxing in its nest in the prairies. If it becomes angered, it turns terribly ferocious."
Dragon Queen of Tragic Endings,ABPF,database\images\DragonQueenofTragicEndings.jpg,Monster,Effect,Nil,Nil,Dragon,DARK,6,1900,2600,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by controlling 3 or more face-up Continuous Spell Cards. When this attacking card inflicts Battle Damage to your opponent, your opponent selects and sends 1 card from their hand to the Graveyard, and you draw 1 card. During your Standby Phase, if this card is in your Graveyard and was sent there from the field, you can send 1 face-up Continuous Spell Card you control to the Graveyard to Special Summon this card from the Graveyard."
